GCS WKID	Name	WKT	Accuracy (m)	Area of Use	Minimum Latitude	Minimum Longitude	Maximum Latitude	Maximum Longitude
  1665	AGD_1966_To_WGS_1984_12	GEOGTRAN["AGD_1966_To_WGS_1984_12",GEOGCS["GCS_Australian_1966",DATUM["D_Australian_1966",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-129.193],PARAMETER["Y_Axis_Translation",-41.212],PARAMETER["Z_Axis_Translation",130.73],PARAMETER["X_Axis_Rotation",-0.246],PARAMETER["Y_Axis_Rotation",-0.374],PARAMETER["Z_Axis_Rotation",-0.329],PARAMETER["Scale_Difference",-2.955]]	  1.000	Australia - Australian Capital Territory	-35.9300	148.7600	-35.1200	149.4000
  1666	AGD_1966_To_WGS_1984_13	GEOGTRAN["AGD_1966_To_WGS_1984_13",GEOGCS["GCS_Australian_1966",DATUM["D_Australian_1966",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-119.353],PARAMETER["Y_Axis_Translation",-48.301],PARAMETER["Z_Axis_Translation",139.484],PARAMETER["X_Axis_Rotation",-0.415],PARAMETER["Y_Axis_Rotation",-0.26],PARAMETER["Z_Axis_Rotation",-0.437],PARAMETER["Scale_Difference",-0.613]]	  1.000	Australia - New South Wales and Victoria	-39.2000	140.9600	-28.1500	153.6900
  1667	AGD_1966_To_WGS_1984_14	GEOGTRAN["AGD_1966_To_WGS_1984_14",GEOGCS["GCS_Australian_1966",DATUM["D_Australian_1966",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-120.271],PARAMETER["Y_Axis_Translation",-64.543],PARAMETER["Z_Axis_Translation",161.632],PARAMETER["X_Axis_Rotation",-0.217],PARAMETER["Y_Axis_Rotation",0.067],PARAMETER["Z_Axis_Rotation",0.129],PARAMETER["Scale_Difference",2.499]]	  1.000	Australia - Tasmania	-43.7000	143.7700	-39.5200	148.5500
  1668	AGD_1966_To_WGS_1984_15	GEOGTRAN["AGD_1966_To_WGS_1984_15",GEOGCS["GCS_Australian_1966",DATUM["D_Australian_1966",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-124.133],PARAMETER["Y_Axis_Translation",-42.003],PARAMETER["Z_Axis_Translation",137.4],PARAMETER["X_Axis_Rotation",0.008],PARAMETER["Y_Axis_Rotation",-0.557],PARAMETER["Z_Axis_Rotation",-0.178],PARAMETER["Scale_Difference",-1.854]]	  1.000	Australia - Northern Territory	-26.0100	128.9900	-10.8600	138.0000
 15788	AGD_1966_To_WGS_1984_16	GEOGTRAN["AGD_1966_To_WGS_1984_16",GEOGCS["GCS_Australian_1966",DATUM["D_Australian_1966",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-127.8],PARAMETER["Y_Axis_Translation",-52.3],PARAMETER["Z_Axis_Translation",152.9]]	  5.000	Australia - onshore	-43.7000	112.8500	-9.8600	153.6900
 15786	AGD_1966_To_WGS_1984_17_NTv2	GEOGTRAN["AGD_1966_To_WGS_1984_17_NTv2",GEOGCS["GCS_Australian_1966",DATUM["D_Australian_1966",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["NTv2"],PARAMETER["Dataset_australia/A66_National_13_09_01",0.0]]	  1.000	Australia - onshore	-43.7000	112.8500	-9.8600	153.6900
 15980	AGD_1966_To_WGS_1984_18	GEOGTRAN["AGD_1966_To_WGS_1984_18",GEOGCS["GCS_Australian_1966",DATUM["D_Australian_1966",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-117.808],PARAMETER["Y_Axis_Translation",-51.536],PARAMETER["Z_Axis_Translation",137.784],PARAMETER["X_Axis_Rotation",-0.303],PARAMETER["Y_Axis_Rotation",-0.446],PARAMETER["Z_Axis_Rotation",-0.234],PARAMETER["Scale_Difference",-0.29]]	  3.000	Australia - offshore	-47.2000	109.2300	-8.8800	163.2000
  5841	AGD_1966_To_WGS_1984_19	GEOGTRAN["AGD_1966_To_WGS_1984_19",GEOGCS["GCS_Australian_1966",DATUM["D_Australian_1966",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-124.0],PARAMETER["Y_Axis_Translation",-60.0],PARAMETER["Z_Axis_Translation",154.0]]	  2.000	Papua New Guinea - PFTB	-8.2800	142.2400	-5.5900	144.7500
  6943	AGD_1966_To_WGS_1984_21	GEOGTRAN["AGD_1966_To_WGS_1984_21",GEOGCS["GCS_Australian_1966",DATUM["D_Australian_1966",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-129.0],PARAMETER["Y_Axis_Translation",-58.0],PARAMETER["Z_Axis_Translation",152.0]]	  5.000	Papua New Guinea - mainland onshore	-10.7600	140.8500	-2.5300	150.9600
  6944	AGD_1966_To_WGS_1984_22	GEOGTRAN["AGD_1966_To_WGS_1984_22",GEOGCS["GCS_Australian_1966",DATUM["D_Australian_1966",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-131.3],PARAMETER["Y_Axis_Translation",-55.3],PARAMETER["Z_Axis_Translation",151.8]]	  4.000	Papua New Guinea - PFTB	-8.2800	142.2400	-5.5900	144.7500
  6945	AGD_1966_To_WGS_1984_23	GEOGTRAN["AGD_1966_To_WGS_1984_23",GEOGCS["GCS_Australian_1966",DATUM["D_Australian_1966",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-137.4],PARAMETER["Y_Axis_Translation",-58.9],PARAMETER["Z_Axis_Translation",150.4]]	  4.000	Papua New Guinea - North Fly	-6.6000	140.8900	-5.0500	141.5400
  1279	AGD_1984_To_GDA_1994	GEOGTRAN["AGD_1984_To_GDA_1994",GEOGCS["GCS_Australian_1984",DATUM["D_Australian_1984",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_GDA_1994",DATUM["D_GDA_1994",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-128.5],PARAMETER["Y_Axis_Translation",-53.0],PARAMETER["Z_Axis_Translation",153.4]]	  5.000	Australia - onshore	-43.7000	112.8500	-9.8600	153.6900
  1280	AGD_1984_To_GDA_1994_2	GEOGTRAN["AGD_1984_To_GDA_1994_2",GEOGCS["GCS_Australian_1984",DATUM["D_Australian_1984",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_GDA_1994",DATUM["D_GDA_1994",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-117.763],PARAMETER["Y_Axis_Translation",-51.51],PARAMETER["Z_Axis_Translation",139.061],PARAMETER["X_Axis_Rotation",-0.292],PARAMETER["Y_Axis_Rotation",-0.443],PARAMETER["Z_Axis_Rotation",-0.277],PARAMETER["Scale_Difference",-0.191]]	  1.000	Australia - onshore	-43.7000	112.8500	-9.8600	153.6900
  1559	AGD_1984_To_GDA_1994_3	GEOGTRAN["AGD_1984_To_GDA_1994_3",GEOGCS["GCS_Australian_1984",DATUM["D_Australian_1984",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_GDA_1994",DATUM["D_GDA_1994",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["NTv2"],PARAMETER["Dataset_australia/wa_0400",0.0]]	999.000	Australia - Western Australia	-35.1900	112.8500	-13.6700	129.0100
  1593	AGD_1984_To_GDA_1994_4_NTv2_Western_Australia	GEOGTRAN["AGD_1984_To_GDA_1994_4_NTv2_Western_Australia",GEOGCS["GCS_Australian_1984",DATUM["D_Australian_1984",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_GDA_1994",DATUM["D_GDA_1994",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["NTv2"],PARAMETER["Dataset_australia/WA_0700",0.0]]	  0.100	Australia - Western Australia	-35.1900	112.8500	-13.6700	129.0100
  1804	AGD_1984_To_GDA_1994_5_NTv2	GEOGTRAN["AGD_1984_To_GDA_1994_5_NTv2",GEOGCS["GCS_Australian_1984",DATUM["D_Australian_1984",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_GDA_1994",DATUM["D_GDA_1994",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["NTv2"],PARAMETER["Dataset_australia/National_84_02_07_01",0.0]]	  0.100	Australia - AGD84	-38.5300	109.2300	-9.8600	153.6100
108453	AGD_1984_To_GDA_1994_NTv2_Queensland	GEOGTRAN["AGD_1984_To_GDA_1994_NTv2_Queensland",GEOGCS["GCS_Australian_1984",DATUM["D_Australian_1984",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_GDA_1994",DATUM["D_GDA_1994",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["NTv2"],PARAMETER["Dataset_australia/QLD_0900",0.0]]	999.000	Australia - Queensland	-29.5000	137.5000	-9.0000	154.0000
  1109	AGD_1984_To_WGS_1984_1	GEOGTRAN["AGD_1984_To_WGS_1984_1",GEOGCS["GCS_Australian_1984",DATUM["D_Australian_1984",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-134.0],PARAMETER["Y_Axis_Translation",-48.0],PARAMETER["Z_Axis_Translation",149.0]]	  4.000	Australia - onshore	-43.7000	112.8500	-9.8600	153.6900
  1236	AGD_1984_To_WGS_1984_2	GEOGTRAN["AGD_1984_To_WGS_1984_2",GEOGCS["GCS_Australian_1984",DATUM["D_Australian_1984",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-116.0],PARAMETER["Y_Axis_Translation",-50.47],PARAMETER["Z_Axis_Translation",141.69],PARAMETER["X_Axis_Rotation",-0.23],PARAMETER["Y_Axis_Rotation",-0.39],PARAMETER["Z_Axis_Rotation",-0.344],PARAMETER["Scale_Difference",0.0983]]	  5.000	Australia - onshore	-43.7000	112.8500	-9.8600	153.6900
  1669	AGD_1984_To_WGS_1984_7	GEOGTRAN["AGD_1984_To_WGS_1984_7",GEOGCS["GCS_Australian_1984",DATUM["D_Australian_1984",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-117.763],PARAMETER["Y_Axis_Translation",-51.51],PARAMETER["Z_Axis_Translation",139.061],PARAMETER["X_Axis_Rotation",-0.292],PARAMETER["Y_Axis_Rotation",-0.443],PARAMETER["Z_Axis_Rotation",-0.277],PARAMETER["Scale_Difference",-0.191]]	  1.000	Australia - onshore	-43.7000	112.8500	-9.8600	153.6900
 15789	AGD_1984_To_WGS_1984_8	GEOGTRAN["AGD_1984_To_WGS_1984_8",GEOGCS["GCS_Australian_1984",DATUM["D_Australian_1984",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-128.5],PARAMETER["Y_Axis_Translation",-53.0],PARAMETER["Z_Axis_Translation",153.4]]	  5.000	Australia - onshore	-43.7000	112.8500	-9.8600	153.6900
 15785	AGD_1984_To_WGS_1984_9_NTv2	GEOGTRAN["AGD_1984_To_WGS_1984_9_NTv2",GEOGCS["GCS_Australian_1984",DATUM["D_Australian_1984",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["NTv2"],PARAMETER["Dataset_australia/National_84_02_07_01",0.0]]	  1.000	Australia - AGD84	-38.5300	109.2300	-9.8600	153.6100
  6905	AGD66_To_WGS_1984_20	GEOGTRAN["AGD66_To_WGS_1984_20",GEOGCS["GCS_Australian_1966",DATUM["D_Australian_1966",SPHEROID["Australian",6378160.0,298.25]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-128.0],PARAMETER["Y_Axis_Translation",-52.0],PARAMETER["Z_Axis_Translation",153.0]]	  9.000	Australia - onshore	-43.7000	112.8500	-9.8600	153.6900
  1110	Ain_El_Abd_To_WGS_1984_1	GEOGTRAN["Ain_El_Abd_To_WGS_1984_1",GEOGCS["GCS_Ain_el_Abd_1970",DATUM["D_Ain_el_Abd_1970",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-150.0],PARAMETER["Y_Axis_Translation",-250.0],PARAMETER["Z_Axis_Translation",-1.0]]	 44.000	Bahrain - onshore	25.5300	 50.3900	26.3400	 50.8500
  1111	Ain_El_Abd_To_WGS_1984_2	GEOGTRAN["Ain_El_Abd_To_WGS_1984_2",GEOGCS["GCS_Ain_el_Abd_1970",DATUM["D_Ain_el_Abd_1970",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-143.0],PARAMETER["Y_Axis_Translation",-236.0],PARAMETER["Z_Axis_Translation",7.0]]	 18.000	Saudi Arabia - onshore	15.6100	 34.5100	32.1600	 55.6700
  1055	Ain_el_Abd_To_WGS_1984_3	GEOGTRAN["Ain_el_Abd_To_WGS_1984_3",GEOGCS["GCS_Ain_el_Abd_1970",DATUM["D_Ain_el_Abd_1970",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-145.7],PARAMETER["Y_Axis_Translation",-249.1],PARAMETER["Z_Axis_Translation",1.5]]	  1.000	Kuwait - onshore	28.5300	 46.5400	30.0900	 48.4800
  1056	Ain_El_Abd_To_WGS_1984_4	GEOGTRAN["Ain_El_Abd_To_WGS_1984_4",GEOGCS["GCS_Ain_el_Abd_1970",DATUM["D_Ain_el_Abd_1970",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-85.645],PARAMETER["Y_Axis_Translation",-273.077],PARAMETER["Z_Axis_Translation",-79.708],PARAMETER["X_Axis_Rotation",-2.289],PARAMETER["Y_Axis_Rotation",1.421],PARAMETER["Z_Axis_Rotation",-2.532],PARAMETER["Scale_Difference",3.194]]	  1.000	Kuwait - onshore	28.5300	 46.5400	30.0900	 48.4800
  1057	Ain_El_Abd_To_WGS_1984_5	GEOGTRAN["Ain_El_Abd_To_WGS_1984_5",GEOGCS["GCS_Ain_el_Abd_1970",DATUM["D_Ain_el_Abd_1970",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-202.234],PARAMETER["Y_Axis_Translation",-168.351],PARAMETER["Z_Axis_Translation",-63.51],PARAMETER["X_Axis_Rotation",-3.545],PARAMETER["Y_Axis_Rotation",-0.659],PARAMETER["Z_Axis_Rotation",1.945],PARAMETER["Scale_Difference",2.1]]	  1.000	Kuwait - north of 29.25~N	29.1000	 46.5400	30.0900	 48.4200
  1058	Ain_El_Abd_To_WGS_1984_6	GEOGTRAN["Ain_El_Abd_To_WGS_1984_6",GEOGCS["GCS_Ain_el_Abd_1970",DATUM["D_Ain_el_Abd_1970",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-18.944],PARAMETER["Y_Axis_Translation",-379.364],PARAMETER["Z_Axis_Translation",-24.063],PARAMETER["X_Axis_Rotation",-0.04],PARAMETER["Y_Axis_Rotation",0.764],PARAMETER["Z_Axis_Rotation",-6.431],PARAMETER["Scale_Difference",3.657]]	  1.000	Kuwait - south of 29.25~N	28.5300	 46.5400	29.4500	 48.4800
  7833	Albanian_1987_To_ETRS_1989_1	GEOGTRAN["Albanian_1987_To_ETRS_1989_1",GEOGCS["GCS_Albanian_1987",DATUM["D_Albanian_1987",SPHEROID["Krasovsky_1940",6378245.0,298.3]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-44.183],PARAMETER["Y_Axis_Translation",-0.58],PARAMETER["Z_Axis_Translation",-38.489],PARAMETER["X_Axis_Rotation",-2.3867],PARAMETER["Y_Axis_Rotation",-2.7072],PARAMETER["Z_Axis_Rotation",3.5196],PARAMETER["Scale_Difference",-8.2703]]	  0.200	Albania - onshore	39.6400	 19.2200	42.6700	 21.0600
  7834	Albanian_1987_To_WGS_1984_1	GEOGTRAN["Albanian_1987_To_WGS_1984_1",GEOGCS["GCS_Albanian_1987",DATUM["D_Albanian_1987",SPHEROID["Krasovsky_1940",6378245.0,298.3]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-44.183],PARAMETER["Y_Axis_Translation",-0.58],PARAMETER["Z_Axis_Translation",-38.489],PARAMETER["X_Axis_Rotation",-2.3867],PARAMETER["Y_Axis_Rotation",-2.7072],PARAMETER["Z_Axis_Rotation",3.5196],PARAMETER["Scale_Difference",-8.2703]]	  0.200	Albania - onshore	39.6400	 19.2200	42.6700	 21.0600
  1579	American_Samoa_1962_To_HARN_American_Samoa_East	GEOGTRAN["American_Samoa_1962_To_HARN_American_Samoa_East",GEOGCS["GCS_American_Samoa_1962",DATUM["D_American_Samoa_1962",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_North_American_1983_HARN",DATUM["D_North_American_1983_HARN",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["HARN"],PARAMETER["Dataset_eshpgn",0.0]]	  5.000	American Samoa - Ofu, Olesega and Ta'u islands	-14.3100	-169.7300	-14.1100	-169.3800
  1578	American_Samoa_1962_To_HARN_American_Samoa_West	GEOGTRAN["American_Samoa_1962_To_HARN_American_Samoa_West",GEOGCS["GCS_American_Samoa_1962",DATUM["D_American_Samoa_1962",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_North_American_1983_HARN",DATUM["D_North_American_1983_HARN",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["HARN"],PARAMETER["Dataset_wshpgn",0.0]]	  5.000	American Samoa - Tutuila island	-14.4300	-170.8800	-14.2000	-170.5100
  1577	American_Samoa_1962_To_WGS_1984	GEOGTRAN["American_Samoa_1962_To_WGS_1984",GEOGCS["GCS_American_Samoa_1962",DATUM["D_American_Samoa_1962",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-115.0],PARAMETER["Y_Axis_Translation",118.0],PARAMETER["Z_Axis_Translation",426.0]]	 44.000	American Samoa - 2 main island groups	-14.4300	-170.8800	-14.1100	-169.3800
  1694	American_Samoa_1962_To_WGS_1984_2	GEOGTRAN["American_Samoa_1962_To_WGS_1984_2",GEOGCS["GCS_American_Samoa_1962",DATUM["D_American_Samoa_1962",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["HARN"],PARAMETER["Dataset_wshpgn",0.0]]	  5.000	American Samoa - Tutuila island	-14.4300	-170.8800	-14.2000	-170.5100
  1695	American_Samoa_1962_To_WGS_1984_3	GEOGTRAN["American_Samoa_1962_To_WGS_1984_3",GEOGCS["GCS_American_Samoa_1962",DATUM["D_American_Samoa_1962",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["HARN"],PARAMETER["Dataset_eshpgn",0.0]]	  5.000	American Samoa - Ofu, Olesega and Ta'u islands	-14.3100	-169.7300	-14.1100	-169.3800
